Student ID,School ID,School Name,Age at Enrollment,Gender,SES Quintile,SES Label,Household Size Index,Commute Distance (km),Digital Access,Digital Access Score,School Feeding,GPA Trend,Failed Subjects,Science Strength,Chronic Health Risk,Health Absences (days),Social Integration Score,Cash Flow Volatility,Academic Catch-up Flag,Counseling Access,Retained,Retained Flag,Dropout Reason,Risk Persona,Academic Risk Index,Barrier Burden Index,Economic Instability Index,Health Burden Index,Support Coverage Score,Long Commute Flag,High Academic Risk Flag,No Digital Access Flag,Recommended Intervention,Recommended Cost (KES),Sponsor Priority Score,Model Risk Score (oracle)
98,15,Embu Sunrise Secondary,15,Girl,1,Q1 — Lowest,2,2.69,Shared device,1.0,Yes,-0.354,0,No,Low,13,1,0.3,No,No,Yes,1,Still enrolled,Academic Strugglers,0.354,1.634,0.55,13,1.5,No,No,No,School Fee Support,15000.0,2.788,0.9571
99,20,Busia Border Secondary,15,Boy,2,Q2 — Low,0,3.38,Shared device,1.0,Yes,1.177,0,No,Moderate,15,0,0.307,No,No,Yes,1,Still enrolled,Health-Constrained,-1.177,1.469,0.507,30,1.5,No,No,No,,,,0.9831
100,11,Kitale Plains Secondary,17,Girl,2,Q2 — Low,7,3.77,Shared device,1.0,No,-2.438,3,No,Low,8,1,0.318,No,No,Yes,1,Still enrolled,Academic Strugglers,5.438,1.489,0.518,8,0.5,No,Yes,No,School Fee Support,15000.0,3.432,0.9196
101,10,Nyeri Ridge Secondary,13,Girl,4,Q4 — High,7,7.14,,,No,-1.215,2,Yes,Low,4,2,0.188,No,Yes,Yes,1,Still enrolled,Stable Achievers,3.215,,0.288,4,,No,No,No,,,,0.9289
102,13,Meru Mountain Secondary,17,Boy,1,Q1 — Lowest,5,6.51,No access,0.0,Yes,-2.139,2,No,Low,4,0,0.259,No,No,Yes,1,Still enrolled,Academic Strugglers,4.139,2.325,0.509,4,1.0,No,No,Yes,School Fee Support,15000.0,2.739,0.865
103,1,Kilimani Day Secondary,13,Girl,1,Q1 — Lowest,0,9.32,Shared device,1.0,Yes,-2.49,3,No,Moderate,9,3,0.283,No,Yes,Yes,1,Still enrolled,Academic Strugglers,5.49,1.966,0.533,18,2.5,Yes,Yes,No,School Fee Support,15000.0,3.856,0.8958
104,8,Thika Green Secondary,13,Boy,5,Q5 — Highest,3,2.27,Shared device,1.0,Yes,-0.718,1,No,Low,2,2,0.208,No,No,Yes,1,Still enrolled,Stable Achievers,1.718,0.813,0.258,2,1.5,No,No,No,,,,0.9923
105,8,Thika Green Secondary,13,Boy,1,Q1 — Lowest,2,6.81,No access,0.0,Yes,-1.397,2,No,Low,2,1,0.32,No,Yes,Yes,1,Still enrolled,Academic Strugglers,3.397,2.341,0.57,2,2.0,No,No,Yes,School Fee Support,15000.0,3.364,0.8891
106,9,Kakamega Forest Secondary,15,Girl,4,Q4 — High,7,2.29,No access,0.0,Yes,-0.392,1,No,Low,1,3,0.27,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.392,1.515,0.37,1,2.0,No,No,Yes,,,,0.9896
107,15,Embu Sunrise Secondary,17,Boy,2,Q2 — Low,4,20.0,No access,0.0,Yes,-1.085,2,No,High,17,1,0.298,No,No,Yes,1,Still enrolled,Health-Constrained,3.085,2.8,0.498,51,1.0,Yes,No,Yes,School Fee Support,15000.0,3.809,0.5212
108,10,Nyeri Ridge Secondary,17,Girl,4,Q4 — High,4,,,,No,-0.724,2,No,Moderate,6,2,0.265,No,Yes,Yes,1,Still enrolled,Stable Achievers,2.724,,0.365,12,,No,No,No,,,,0.9022
109,18,Narok Savannah Secondary,13,Boy,1,Q1 — Lowest,8,17.58,No access,0.0,No,-1.898,1,No,Low,7,1,0.308,No,No,Yes,1,Still enrolled,Academic Strugglers,2.898,2.879,0.558,7,0.0,Yes,No,Yes,School Fee Support,15000.0,3.863,0.4745
110,10,Nyeri Ridge Secondary,16,Boy,4,Q4 — High,8,3.44,No access,0.0,Yes,0.169,0,No,Low,5,2,0.235,No,,Yes,1,Still enrolled,Stable Achievers,-0.169,1.572,0.335,5,,No,No,Yes,,,,0.9887
111,1,Kilimani Day Secondary,17,Girl,5,Q5 — Highest,6,7.52,No access,0.0,No,-0.803,1,No,Low,6,1,0.228,No,No,Yes,1,Still enrolled,Stable Achievers,1.803,1.576,0.278,6,0.0,No,No,Yes,,,,0.9308
112,14,Bungoma West Secondary,17,Boy,3,Q3 — Middle,7,2.66,Shared device,1.0,Yes,-0.712,0,No,Low,5,1,0.252,No,No,Yes,1,Still enrolled,Stable Achievers,0.712,1.233,0.402,5,1.5,No,No,No,,,,0.9431
113,16,Kericho Highlands Secondary,14,Girl,2,Q2 — Low,3,,No access,0.0,Yes,-0.764,0,No,Low,3,0,0.265,No,No,Yes,1,Still enrolled,Academic Strugglers,0.764,,0.465,3,1.0,No,No,Yes,,,,0.9328
114,12,Garissa Horizon Secondary,15,Girl,5,Q5 — Highest,2,,Personal device,2.0,Yes,0.116,0,No,Low,7,1,0.219,No,No,Yes,1,Still enrolled,Stable Achievers,-0.116,,0.269,7,2.0,No,No,No,,,,0.9897
115,19,Isiolo North Secondary,14,Girl,4,Q4 — High,7,1.23,Personal device,2.0,Yes,0.205,0,No,Moderate,7,1,0.214,No,Yes,Yes,1,Still enrolled,Stable Achievers,-0.205,0.462,0.314,14,3.0,No,No,No,,,,0.9918
116,9,Kakamega Forest Secondary,14,Girl,3,Q3 — Middle,6,3.16,Shared device,1.0,Yes,-1.875,3,Yes,Low,2,0,0.298,No,No,Yes,1,Still enrolled,Academic Strugglers,4.875,1.258,0.448,2,1.5,No,Yes,No,Academic Tutoring / Catch-up,8000.0,2.298,0.9376
117,16,Kericho Highlands Secondary,17,Girl,2,Q2 — Low,8,9.88,Shared device,1.0,Yes,-1.582,2,No,Low,7,1,0.24,No,No,Yes,1,Still enrolled,Academic Strugglers,3.582,1.794,0.44,7,1.5,Yes,No,No,School Fee Support,15000.0,1.992,0.6977
118,1,Kilimani Day Secondary,15,Boy,4,Q4 — High,3,0.83,Personal device,2.0,Yes,-0.719,2,No,Low,4,2,0.246,No,No,Yes,1,Still enrolled,Stable Achievers,2.719,0.442,0.346,4,2.0,No,No,No,,,,0.9785
119,1,Kilimani Day Secondary,15,Boy,5,Q5 — Highest,3,14.1,Personal device,2.0,Yes,0.089,1,No,Low,5,1,0.247,No,Yes,Yes,1,Still enrolled,Stable Achievers,0.911,0.905,0.297,5,3.0,Yes,No,No,,,,0.9864
120,16,Kericho Highlands Secondary,15,Boy,3,Q3 — Middle,6,6.24,No access,0.0,No,-1.962,4,Yes,Moderate,6,0,0.278,Yes,No,No,0,Academic Performance,Academic Strugglers,5.962,1.912,0.428,12,0.0,No,Yes,Yes,Academic Tutoring / Catch-up,8000.0,2.551,0.5656
121,18,Narok Savannah Secondary,14,Girl,2,Q2 — Low,4,4.68,,,Yes,-0.647,0,No,Low,3,1,0.31,No,No,Yes,1,Still enrolled,Academic Strugglers,0.647,,0.51,3,,No,No,No,,,,0.8986
122,11,Kitale Plains Secondary,17,Girl,5,Q5 — Highest,8,3.79,Personal device,2.0,Yes,-1.899,2,No,Low,6,2,0.179,No,No,Yes,1,Still enrolled,Stable Achievers,3.899,0.39,0.229,6,2.0,No,No,No,,,,0.9666
123,16,Kericho Highlands Secondary,15,Boy,1,Q1 — Lowest,5,6.34,No access,0.0,Yes,-3.27,3,No,Low,6,2,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,6.27,2.317,0.57,6,1.0,No,Yes,Yes,School Fee Support,15000.0,4.0,0.7608
124,7,Eldoret Highlands Secondary,14,Girl,2,Q2 — Low,2,7.02,No access,0.0,Yes,-1.422,2,No,Low,4,1,0.296,No,No,Yes,1,Still enrolled,Academic Strugglers,3.422,2.151,0.496,4,1.0,No,No,Yes,School Fee Support,15000.0,3.014,0.823
125,15,Embu Sunrise Secondary,15,Boy,5,Q5 — Highest,6,2.14,,,No,-0.733,1,Yes,Low,7,0,0.228,No,No,Yes,1,Still enrolled,Stable Achievers,1.733,,0.278,7,,No,No,No,,,,0.9583
126,10,Nyeri Ridge Secondary,14,Girl,3,Q3 — Middle,4,,No access,0.0,Yes,-0.621,1,No,Moderate,9,1,0.221,No,,Yes,1,Still enrolled,Stable Achievers,1.621,,0.371,18,,No,No,Yes,,,,0.9135
127,7,Eldoret Highlands Secondary,15,Girl,1,Q1 — Lowest,2,15.7,No access,0.0,No,-0.897,2,No,Low,4,0,,No,No,Yes,1,Still enrolled,Academic Strugglers,2.897,2.785,,4,0.0,Yes,No,Yes,Transport / Boarding Support,6000.0,2.019,0.7045
128,2,Nyandarua Mixed Secondary,16,Girl,3,Q3 — Middle,5,7.59,No access,0.0,Yes,-0.534,1,No,Low,4,1,0.298,No,Yes,Yes,1,Still enrolled,Academic Strugglers,1.534,1.979,0.448,4,2.0,No,No,Yes,,,,0.8239
129,4,Machakos Hilltop Secondary,17,Boy,5,Q5 — Highest,3,2.04,No access,0.0,Yes,-0.863,1,No,Low,5,1,0.199,No,,Yes,1,Still enrolled,Stable Achievers,1.863,1.302,0.249,5,,No,No,Yes,,,,0.9795
130,19,Isiolo North Secondary,15,Girl,5,Q5 — Highest,4,8.54,No access,0.0,Yes,-0.432,1,No,Low,3,1,0.187,No,No,Yes,1,Still enrolled,Stable Achievers,1.432,1.627,0.237,3,1.0,Yes,No,Yes,,,,0.966
131,9,Kakamega Forest Secondary,16,Girl,2,Q2 — Low,6,6.53,Shared device,1.0,Yes,-1.688,2,No,Low,4,0,0.32,No,,Yes,1,Still enrolled,Academic Strugglers,3.688,1.626,0.52,4,,No,No,No,School Fee Support,15000.0,3.159,0.9127
132,20,Busia Border Secondary,15,Girl,1,Q1 — Lowest,4,,No access,0.0,Yes,-0.648,0,No,Low,3,1,0.319,No,,Yes,1,Still enrolled,Academic Strugglers,0.648,,0.569,3,,No,No,Yes,School Fee Support,15000.0,2.866,0.9605
133,8,Thika Green Secondary,13,Girl,2,Q2 — Low,2,11.16,No access,0.0,Yes,-2.083,1,No,Moderate,7,1,0.291,No,No,Yes,1,Still enrolled,Academic Strugglers,3.083,2.358,0.491,14,1.0,Yes,No,Yes,School Fee Support,15000.0,3.242,0.8651
134,2,Nyandarua Mixed Secondary,17,Boy,1,Q1 — Lowest,5,2.84,Shared device,1.0,No,-1.975,3,No,Low,6,0,0.32,No,,Yes,1,Still enrolled,Academic Strugglers,4.975,1.642,0.57,6,,No,Yes,No,School Fee Support,15000.0,3.551,0.5956
135,6,Mombasa Coast Secondary,17,Girl,1,Q1 — Lowest,5,2.32,Personal device,2.0,Yes,-2.977,3,No,Low,3,2,0.234,No,No,Yes,1,Still enrolled,Academic Strugglers,5.977,1.116,0.484,3,2.0,No,Yes,No,School Fee Support,15000.0,2.75,0.8932
136,8,Thika Green Secondary,16,Boy,2,Q2 — Low,4,9.11,Personal device,2.0,No,-2.543,4,No,Moderate,11,0,0.24,Yes,Yes,Yes,1,Still enrolled,Health-Constrained,6.543,1.255,0.44,22,2.0,Yes,Yes,No,School Fee Support,15000.0,2.373,0.6525
137,15,Embu Sunrise Secondary,13,Boy,4,Q4 — High,2,2.64,Shared device,1.0,No,-0.99,2,No,Low,5,2,0.222,No,Yes,No,0,Academic Performance,Stable Achievers,2.99,1.032,0.322,5,1.5,No,No,No,Academic Tutoring / Catch-up,8000.0,0.692,0.9661
138,15,Embu Sunrise Secondary,16,Boy,3,Q3 — Middle,6,6.02,No access,0.0,Yes,-0.683,1,No,Low,8,0,0.307,No,No,Yes,1,Still enrolled,Academic Strugglers,1.683,1.901,0.457,8,1.0,No,No,Yes,,,,0.8968
139,15,Embu Sunrise Secondary,14,Girl,1,Q1 — Lowest,1,15.53,No access,0.0,Yes,0.16,1,No,Low,3,0,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,0.84,2.777,0.57,3,1.0,Yes,No,Yes,School Fee Support,15000.0,3.313,0.8493
140,7,Eldoret Highlands Secondary,17,Girl,4,Q4 — High,3,11.91,Shared device,1.0,Yes,-0.82,1,No,Low,5,1,0.268,No,No,Yes,1,Still enrolled,Stable Achievers,1.82,1.495,0.368,5,1.5,Yes,No,No,,,,0.9362
141,8,Thika Green Secondary,13,Girl,2,Q2 — Low,8,10.39,No access,0.0,Yes,-1.142,2,No,Low,8,1,0.271,No,Yes,Yes,1,Still enrolled,Academic Strugglers,3.142,2.319,0.471,8,2.0,Yes,No,Yes,School Fee Support,15000.0,3.077,0.8429
142,12,Garissa Horizon Secondary,16,Boy,1,Q1 — Lowest,4,6.47,,,Yes,-2.721,4,No,Low,8,0,0.32,Yes,No,Yes,1,Still enrolled,Academic Strugglers,6.721,,0.57,8,,No,Yes,No,School Fee Support,15000.0,4.075,0.6812
143,13,Meru Mountain Secondary,14,Girl,3,Q3 — Middle,7,3.92,Shared device,1.0,Yes,0.156,1,No,Low,6,1,0.275,No,,Yes,1,Still enrolled,Stable Achievers,0.844,1.296,0.425,6,,No,No,No,,,,0.9699
144,9,Kakamega Forest Secondary,17,Girl,1,Q1 — Lowest,2,10.53,No access,0.0,Yes,-1.147,0,No,Low,5,0,,No,No,Yes,1,Still enrolled,Academic Strugglers,1.147,2.526,,5,1.0,Yes,No,Yes,Transport / Boarding Support,6000.0,1.494,0.9167
145,4,Machakos Hilltop Secondary,16,Boy,1,Q1 — Lowest,6,3.74,,,Yes,-1.68,3,No,Low,5,1,0.27,No,No,Yes,1,Still enrolled,Academic Strugglers,4.68,,0.52,5,,No,Yes,No,School Fee Support,15000.0,3.277,0.9105
146,16,Kericho Highlands Secondary,16,Boy,4,Q4 — High,6,,Personal device,2.0,No,-0.258,0,No,Low,7,2,0.215,No,No,Yes,1,Still enrolled,Stable Achievers,0.258,,0.315,7,1.0,No,No,No,,,,0.9204
147,11,Kitale Plains Secondary,15,Girl,2,Q2 — Low,7,6.35,No access,0.0,Yes,-2.713,2,No,Low,5,1,0.273,No,Yes,Yes,1,Still enrolled,Academic Strugglers,4.713,2.117,0.473,5,2.0,No,No,Yes,School Fee Support,15000.0,3.194,0.9093
148,20,Busia Border Secondary,15,Girl,3,Q3 — Middle,2,6.94,No access,0.0,No,-2.025,1,Yes,Low,6,0,0.239,No,No,Yes,1,Still enrolled,Academic Strugglers,3.025,1.947,0.389,6,0.0,No,No,Yes,,,,0.89
149,19,Isiolo North Secondary,16,Girl,2,Q2 — Low,4,11.32,No access,0.0,Yes,-1.013,2,Yes,Low,6,1,0.319,No,No,Yes,1,Still enrolled,Academic Strugglers,3.013,2.366,0.519,6,1.0,Yes,No,Yes,School Fee Support,15000.0,3.262,0.9293
150,18,Narok Savannah Secondary,14,Boy,5,Q5 — Highest,5,1.37,Personal device,2.0,No,-0.874,1,No,Moderate,11,1,0.166,No,No,Yes,1,Still enrolled,Stable Achievers,1.874,0.268,0.216,22,1.0,No,No,No,,,,0.9611
151,20,Busia Border Secondary,15,Girl,1,Q1 — Lowest,6,2.9,Personal device,2.0,Yes,-4.0,7,No,Low,3,0,0.259,Yes,No,No,0,Academic Performance,Academic Strugglers,11.0,1.145,0.509,3,2.0,No,Yes,No,School Fee Support,15000.0,3.557,0.6414
152,13,Meru Mountain Secondary,14,Boy,5,Q5 — Highest,5,12.17,Personal device,2.0,Yes,1.054,0,No,Low,9,0,,No,No,Yes,1,Still enrolled,Stable Achievers,-1.054,0.809,,9,2.0,Yes,No,No,,,,0.9849
153,6,Mombasa Coast Secondary,14,Girl,3,Q3 — Middle,5,8.03,,,Yes,-0.656,2,No,Low,6,1,0.305,No,,Yes,1,Still enrolled,Academic Strugglers,2.656,,0.455,6,,Yes,No,No,School Fee Support,15000.0,2.224,0.9499
154,4,Machakos Hilltop Secondary,15,Boy,5,Q5 — Highest,2,1.53,No access,0.0,No,0.917,2,No,Moderate,14,1,0.236,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.083,1.277,0.286,28,1.0,No,No,Yes,,,,0.9586
155,3,Kisumu Lakeside Secondary,16,Boy,1,Q1 — Lowest,7,,No access,0.0,Yes,-2.966,4,No,High,15,0,0.32,Yes,Yes,No,0,Health Related,Health-Constrained,6.966,,0.57,45,2.0,No,Yes,Yes,School Fee Support,15000.0,4.248,0.284
156,19,Isiolo North Secondary,13,Boy,2,Q2 — Low,3,9.37,No access,0.0,Yes,-1.886,5,No,Low,1,2,0.314,Yes,No,Yes,1,Still enrolled,Academic Strugglers,6.886,2.268,0.514,1,1.0,Yes,Yes,Yes,School Fee Support,15000.0,3.691,0.862
157,6,Mombasa Coast Secondary,17,Girl,1,Q1 — Lowest,2,,Personal device,2.0,Yes,-2.557,4,No,High,28,1,0.289,Yes,No,Yes,1,Still enrolled,Health-Constrained,6.557,,0.539,84,2.0,No,Yes,No,School Fee Support,15000.0,4.297,0.6605
158,1,Kilimani Day Secondary,13,Boy,5,Q5 — Highest,1,20.0,Personal device,2.0,Yes,0.04,0,No,Moderate,9,2,0.228,No,No,Yes,1,Still enrolled,Stable Achievers,-0.04,1.2,0.278,18,2.0,Yes,No,No,,,,0.9783
159,1,Kilimani Day Secondary,15,Boy,2,Q2 — Low,4,3.05,Shared device,1.0,Yes,-2.245,3,Yes,Low,4,2,,No,No,Yes,1,Still enrolled,Academic Strugglers,5.245,1.453,,4,1.5,No,Yes,No,Academic Tutoring / Catch-up,8000.0,2.481,0.9411
160,6,Mombasa Coast Secondary,16,Boy,1,Q1 — Lowest,5,6.0,Shared device,1.0,Yes,-1.84,2,No,Low,3,0,0.265,No,No,Yes,1,Still enrolled,Academic Strugglers,3.84,1.8,0.515,3,1.5,No,No,No,School Fee Support,15000.0,3.199,0.9434
161,20,Busia Border Secondary,14,Boy,3,Q3 — Middle,2,6.65,Personal device,2.0,Yes,-1.052,1,No,Low,6,0,0.244,No,No,Yes,1,Still enrolled,Stable Achievers,2.052,0.932,0.394,6,2.0,No,No,No,,,,0.9607
162,6,Mombasa Coast Secondary,16,Girl,4,Q4 — High,6,4.5,Personal device,2.0,No,-0.771,2,No,Low,4,1,0.261,No,No,Yes,1,Still enrolled,Stable Achievers,2.771,0.625,0.361,4,1.0,No,No,No,,,,0.9358
163,3,Kisumu Lakeside Secondary,15,Girl,3,Q3 — Middle,4,18.77,Shared device,1.0,Yes,-1.64,3,No,Low,0,2,0.195,No,No,Yes,1,Still enrolled,Academic Strugglers,4.64,2.038,0.345,0,1.5,Yes,Yes,No,Academic Tutoring / Catch-up,8000.0,2.416,0.8586
164,14,Bungoma West Secondary,13,Boy,1,Q1 — Lowest,6,2.83,Shared device,1.0,Yes,-2.148,1,No,High,12,1,0.306,No,No,No,0,Health Related,Health-Constrained,3.148,1.641,0.556,36,1.5,No,No,No,School Fee Support,15000.0,3.354,0.8296
165,2,Nyandarua Mixed Secondary,17,Girl,2,Q2 — Low,5,4.09,No access,0.0,Yes,-1.62,2,Yes,Moderate,11,0,0.32,No,No,Yes,1,Still enrolled,Health-Constrained,3.62,2.004,0.52,22,1.0,No,No,Yes,School Fee Support,15000.0,3.184,0.8445
166,10,Nyeri Ridge Secondary,13,Girl,3,Q3 — Middle,8,8.04,No access,0.0,Yes,-3.02,4,Yes,Low,6,1,0.254,Yes,Yes,Yes,1,Still enrolled,Academic Strugglers,7.02,2.002,0.404,6,2.0,Yes,Yes,Yes,Academic Tutoring / Catch-up,8000.0,2.727,0.6781
167,2,Nyandarua Mixed Secondary,13,Boy,2,Q2 — Low,4,9.24,No access,0.0,Yes,-2.372,4,No,Low,2,0,0.206,Yes,,Yes,1,Still enrolled,Academic Strugglers,6.372,2.262,0.406,2,,Yes,Yes,Yes,Academic Tutoring / Catch-up,8000.0,2.649,0.6004
168,2,Nyandarua Mixed Secondary,16,Boy,1,Q1 — Lowest,4,4.55,Shared device,1.0,Yes,-1.338,2,Yes,Moderate,11,1,0.236,No,Yes,Yes,1,Still enrolled,Health-Constrained,3.338,1.727,0.486,22,2.5,No,No,No,School Fee Support,15000.0,2.554,0.8666
169,8,Thika Green Secondary,13,Boy,2,Q2 — Low,5,2.67,No access,0.0,Yes,-1.722,4,No,Low,4,2,0.289,Yes,No,Yes,1,Still enrolled,Academic Strugglers,5.722,1.934,0.489,4,1.0,No,Yes,Yes,School Fee Support,15000.0,3.152,0.8375
170,1,Kilimani Day Secondary,15,Boy,2,Q2 — Low,2,,Shared device,1.0,Yes,-1.636,3,No,Low,6,1,0.32,No,Yes,No,0,Financial Instability,Academic Strugglers,4.636,,0.52,6,2.5,No,Yes,No,School Fee Support,15000.0,3.306,0.9304
171,18,Narok Savannah Secondary,13,Girl,1,Q1 — Lowest,2,6.94,Shared device,1.0,No,0.304,0,No,Low,6,1,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,-0.304,1.847,0.57,6,0.5,No,No,No,School Fee Support,15000.0,2.841,0.9214
172,13,Meru Mountain Secondary,15,Girl,3,Q3 — Middle,7,7.89,No access,0.0,Yes,-1.84,3,No,Moderate,13,0,0.278,No,Yes,Yes,1,Still enrolled,Health-Constrained,4.84,1.995,0.428,26,2.0,No,Yes,Yes,Health & Attendance Support,5000.0,2.591,0.7853
173,19,Isiolo North Secondary,17,Girl,4,Q4 — High,2,8.99,No access,0.0,Yes,-1.112,1,No,Low,5,1,0.203,No,Yes,Yes,1,Still enrolled,Stable Achievers,2.112,1.849,0.303,5,2.0,Yes,No,Yes,,,,0.9746
174,10,Nyeri Ridge Secondary,13,Boy,1,Q1 — Lowest,1,,No access,0.0,No,-1.174,2,No,High,14,0,0.224,No,No,Yes,1,Still enrolled,Health-Constrained,3.174,,0.474,42,0.0,No,No,Yes,School Fee Support,15000.0,2.577,0.8226
175,12,Garissa Horizon Secondary,15,Girl,4,Q4 — High,3,8.56,Shared device,1.0,No,-0.423,2,No,Low,2,1,0.249,No,No,Yes,1,Still enrolled,Stable Achievers,2.423,1.328,0.349,2,0.5,Yes,No,No,,,,0.9565
176,13,Meru Mountain Secondary,17,Boy,2,Q2 — Low,3,2.82,No access,0.0,No,-2.506,4,No,Low,5,1,0.32,Yes,No,No,0,Academic Performance,Academic Strugglers,6.506,1.941,0.52,5,0.0,No,Yes,Yes,School Fee Support,15000.0,3.498,0.756
177,10,Nyeri Ridge Secondary,14,Girl,2,Q2 — Low,5,3.93,No access,0.0,Yes,-0.151,2,No,Low,6,1,0.317,No,No,No,0,Financial Instability,Academic Strugglers,2.151,1.997,0.517,6,1.0,No,No,Yes,School Fee Support,15000.0,2.725,0.8728
178,12,Garissa Horizon Secondary,14,Boy,3,Q3 — Middle,5,12.54,Personal device,2.0,Yes,-1.161,1,Yes,Low,5,1,0.222,No,Yes,Yes,1,Still enrolled,Stable Achievers,2.161,1.227,0.372,5,3.0,Yes,No,No,,,,0.9587
179,12,Garissa Horizon Secondary,15,Boy,1,Q1 — Lowest,8,7.64,Personal device,2.0,Yes,-1.497,2,No,Low,3,0,0.287,No,No,No,0,Household Pressure,Academic Strugglers,3.497,1.382,0.537,3,2.0,No,No,No,School Fee Support,15000.0,3.296,0.8348
180,18,Narok Savannah Secondary,14,Girl,2,Q2 — Low,4,4.29,No access,0.0,Yes,-2.948,4,No,Low,9,0,0.302,Yes,Yes,Yes,1,Still enrolled,Academic Strugglers,6.948,2.015,0.502,9,2.0,No,Yes,Yes,School Fee Support,15000.0,3.667,0.6966
181,7,Eldoret Highlands Secondary,13,Boy,4,Q4 — High,7,8.88,Shared device,1.0,No,-1.023,1,No,Low,5,1,0.239,No,Yes,Yes,1,Still enrolled,Stable Achievers,2.023,1.344,0.339,5,1.5,Yes,No,No,,,,0.9406
182,19,Isiolo North Secondary,15,Girl,2,Q2 — Low,4,8.8,No access,0.0,Yes,-1.882,3,Yes,Low,10,1,0.281,No,Yes,Yes,1,Still enrolled,Academic Strugglers,4.882,2.24,0.481,10,2.0,Yes,Yes,Yes,School Fee Support,15000.0,3.41,0.9382
183,4,Machakos Hilltop Secondary,17,Boy,5,Q5 — Highest,6,9.92,No access,0.0,Yes,-0.537,1,Yes,Low,3,2,0.18,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.537,1.696,0.23,3,2.0,Yes,No,Yes,,,,0.9837
184,4,Machakos Hilltop Secondary,15,Boy,2,Q2 — Low,7,8.25,No access,0.0,No,0.194,1,No,Low,2,2,,No,Yes,Yes,1,Still enrolled,Academic Strugglers,0.806,2.213,,2,1.0,Yes,No,Yes,,,,0.9329
185,6,Mombasa Coast Secondary,14,Girl,1,Q1 — Lowest,7,15.6,No access,0.0,No,-1.992,2,No,Low,9,0,0.253,No,No,Yes,1,Still enrolled,Academic Strugglers,3.992,2.78,0.503,9,0.0,Yes,No,Yes,School Fee Support,15000.0,3.119,0.5896
186,19,Isiolo North Secondary,17,Boy,3,Q3 — Middle,4,6.4,Personal device,2.0,Yes,0.159,0,Yes,Low,9,1,0.272,No,,Yes,1,Still enrolled,Stable Achievers,-0.159,0.92,0.422,9,,No,No,No,,,,0.9688
187,5,Nakuru Valley Secondary,13,Boy,4,Q4 — High,2,6.06,No access,0.0,Yes,0.079,1,No,Low,6,1,0.204,No,No,Yes,1,Still enrolled,Stable Achievers,0.921,1.703,0.304,6,1.0,No,No,Yes,,,,0.9802
188,16,Kericho Highlands Secondary,14,Boy,4,Q4 — High,9,12.73,Shared device,1.0,No,-0.917,2,No,Low,5,1,0.271,No,,Yes,1,Still enrolled,Academic Strugglers,2.917,1.537,0.371,5,,Yes,No,No,,,,0.8371
189,12,Garissa Horizon Secondary,17,Girl,1,Q1 — Lowest,6,3.64,No access,0.0,Yes,-0.09,1,No,Low,5,2,0.263,No,,Yes,1,Still enrolled,Academic Strugglers,1.09,2.182,0.513,5,,No,No,Yes,,,,0.9704
190,13,Meru Mountain Secondary,13,Boy,1,Q1 — Lowest,5,18.59,No access,0.0,Yes,-3.035,5,No,Low,3,0,0.256,Yes,No,No,0,Academic Performance,Academic Strugglers,8.035,2.929,0.506,3,1.0,Yes,Yes,Yes,School Fee Support,15000.0,3.705,0.3378
191,2,Nyandarua Mixed Secondary,17,Boy,2,Q2 — Low,9,4.42,Shared device,1.0,Yes,-0.95,0,No,High,20,0,0.303,No,No,No,0,Health Related,Health-Constrained,0.95,1.521,0.503,60,1.5,No,No,No,School Fee Support,15000.0,2.864,0.8287
192,14,Bungoma West Secondary,13,Boy,2,Q2 — Low,4,0.6,No access,0.0,Yes,-0.881,2,No,Low,5,1,0.209,No,No,Yes,1,Still enrolled,Academic Strugglers,2.881,1.83,0.409,5,1.0,No,No,Yes,,,,0.9527
193,2,Nyandarua Mixed Secondary,14,Boy,1,Q1 — Lowest,6,11.84,No access,0.0,Yes,-3.221,4,No,Low,7,1,0.284,Yes,No,Yes,1,Still enrolled,Academic Strugglers,7.221,2.592,0.534,7,1.0,Yes,Yes,Yes,School Fee Support,15000.0,4.243,0.5802
194,11,Kitale Plains Secondary,16,Girl,1,Q1 — Lowest,8,1.88,No access,0.0,No,-1.165,0,No,Low,3,0,,No,Yes,Yes,1,Still enrolled,Academic Strugglers,1.165,2.094,,3,1.0,No,No,Yes,,,,0.9562
195,16,Kericho Highlands Secondary,16,Girl,4,Q4 — High,5,4.68,,,Yes,-1.371,3,No,Low,6,1,0.193,No,Yes,Yes,1,Still enrolled,Stable Achievers,4.371,,0.293,6,,No,Yes,No,,,,0.9319
196,19,Isiolo North Secondary,14,Boy,2,Q2 — Low,6,14.11,Shared device,1.0,Yes,-1.945,2,No,Low,6,2,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,3.945,2.006,0.52,6,1.5,Yes,No,No,School Fee Support,15000.0,3.601,0.8119
197,20,Busia Border Secondary,14,Girl,5,Q5 — Highest,2,3.27,Shared device,1.0,Yes,-0.748,2,No,Moderate,9,0,0.156,No,No,Yes,1,Still enrolled,Stable Achievers,2.748,0.864,0.206,18,1.5,No,No,No,,,,0.9863
